"","AGENCY.CODE","LABM.CODE","LABP.CODE","LABMT.CODE","LABM.NAME","LABM.SHORT.NAME","LABM.REF","LABM.MASK","LABM.UNITS","LABM.LOW.VALUE","LABM.HIGH.VALUE"
"351",999,"7A6","NITROGEN","","Total nitrogen - infared diffuse reflectance spectroscopy","Total Nitrogen","ASLSH SCM","","%",NA,NA
"352",999,"7A6a","NITROGEN","","Total nitrogen - NIR reflectance spectroscopy","Total Nitrogen","ASLSH SCM","","%",NA,NA
"353",999,"7A6b","NITROGEN","","Total nitrogen - MIR reflectance spectroscopy","Total Nitrogen","ASLSH SCM","","%",NA,NA
"354",999,"7B1","NITRATE","7.03","Water soluble nitrate - automated colour","Water soluble NO3","ASLSH Vol 3","","mg/kg",NA,NA
"355",999,"7B1a","NITRATE","","Water soluble nitrate - automated colour, continuous segmented flow","Water soluble NO3","ASLSH SCM","","mg/kg",NA,NA
"356",999,"7B1b","NITRATE","","Water soluble nitrate - automated colour, FIA","Water soluble NO3","ASLSH SCM","","mg/kg",NA,NA
"357",999,"7B2","NITRATE","","Water soluble nitrate - ion chromatography","Water soluble NO3","ASLSH SCM","","mg/kg",NA,NA
"358",999,"7C_CASO4","NITRATE","7.12","CaSO4 extractable nitrate. O'Brien and Fiore (1962)","CaSO4 Extr. NO3","CSIRO","","mg/kg",NA,NA
"359",999,"7C1","MIN_NITROGEN","7.03","Mineral nitrogen with 2M KCl - steam distillation","Mineral nitrogen","ASLSH Vol 3","","mg/kg",NA,NA
"360",999,"7C1a","AMMONIUM-N","7.04","Ammonium-N, in presence or absence of nitrite","Ammonium-N","ASLSH Vol 3","","mg/kg",NA,NA
"361",999,"7C1b","(NITRATE+NITRITE)-N","7.05","(Nitrate+nitrite)-N, in presence of nitrite","(Nitrate+nitrite)-N","ASLSH Vol 3","","mg/kg",NA,NA
"362",999,"7C1c","(AMMONIUM+NO3+NO2)-N","7.06","(Ammonium+nitrate+nitrite)-N, in presence of nitrite","(NH4+NO2+NO3)-N","ASLSH Vol 3","","mg/kg",NA,NA
"363",999,"7C1d","(AMMONIUM+NITRATE)-N","7.07","(Ammonium+nitrate)-N, in presence of nitrite","(NH4+NO3)-N","ASLSH Vol 3","","mg/kg",NA,NA
"364",999,"7C1e","NITRATE-N","7.08","Nitrate-N, in presence of nitrite","Nitrate-N","ASLSH Vol 3","","mg/kg",NA,NA
"365",999,"7C1f","NITRATE-N","7.09","Nitrate-N, in absence of nitrite","Nitrate-N","ASLSH Vol 3","","mg/kg",NA,NA
"366",999,"7C1g","(AMMONIUM+NITRATE)-N","7.10","(Ammonium+nitrate)-N, in absence of nitrite","(NH4+NO3)-N","ASLSH Vol 3","","mg/kg",NA,NA
"367",999,"7C1h","NITRITE-N","7.11","Nitrite-N","Nitrate-N","ASLSH Vol 3","","mg/kg",NA,NA
"368",999,"7C2","MIN_NITROGEN","7.03","Mineral nitrogen with 2M KCl - automated colour","Mineral nitrogen","ASLSH Vol 3","","mg/kg",NA,NA
"369",999,"7C2a","MIN_NITROGEN","","Mineral nitrogen with 2M KCl - automated colour, continuous segmented flow","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"370",999,"7C2b","MIN_NITROGEN","","Mineral nitrogen with 2M KCl - automated colour, FIA","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"371",999,"7D1a","MIN_NITROGEN","","Potentially mineralisable N, hot KCl extraction - automated colour, continuous segmented flow","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"372",999,"7D1b","MIN_NITROGEN","","Potentially mineralisable N, hot KCl extraction - automated colour, FIA","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"373",999,"7D1c","MIN_NITROGEN","","Potentially mineralisable N, hot KCl extraction - NIR diffuse reflectance spectroscopy","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"374",999,"7D2a","MIN_NITROGEN","","Potentially mineralisable N, anerobic incubation - automated colour, continuous segmented flow","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"375",999,"7D2b","MIN_NITROGEN","","Potentially mineralisable N, anerobic incubation - automated colour, FIA","Mineral nitrogen","ASLSH SCM","","mg/kg",NA,NA
"376",999,"8A1","C/N_RATIO","8.01","Total organic carbon/total nitrogen ratio","Total Organic C/N","ASLSH Vol 3","","",NA,NA
"377",999,"8B1","C/N_RATIO","","Organic carbon - Walkley and Black/total nitrogen ratio","Total Organic C/N","ASLSH Vol 3","","",NA,NA
"378",501,"9_E_NR","PHOSPHORUS","","Phosphorus extractable - method not recorded","Extractable P","DAFWA","","mg/kg",NA,NA
"379",999,"9_NR","PHOSPHORUS","9.99","Available P (mg/kg) - Not recorded","Available P","CSIRO NR","","mg/kg",NA,NA
"380",999,"9A_HCL","PHOSPHORUS","9.011","Total element - P(%) - By boiling HCl","Total P","CSIRO","","%",NA,NA
"381",999,"9A_HCLP2O5","PHOSPHORUS","9.012","Total element - P(%) - By boiling HCl(P2O5)","Total P","CSIRO","","%",NA,NA
"382",999,"9A_HF+","PHOSPHORUS","9.014","Total element - P(%) - HF/HCl04 Digest","Total P","CSIRO","","%",NA,NA
"383",999,"9A_NR","PHOSPHORUS","9.001","Total element - P(%) - Not recorded","Total P","CSIRO","","%",NA,NA
"384",501,"9A_S14","PHOSPHORUS","","Total element - P(%) method S14 CCWA","Total P","DAFWA","","%",NA,NA
"385",999,"9A1","PHOSPHORUS","9.01","Total phosphorus - X-ray fluorescence","Total P","ASLSH Vol 3","","%",NA,NA
"386",999,"9A2","PHOSPHORUS","9.01","Total phosphorus - sodium carbonate fusion","Total P","ASLSH Vol 3","","%",NA,NA
"387",999,"9A3","PHOSPHORUS","9.015","Total Phosphorus (ppm) - semimicro kjeldahl, automated colour","Total P","ASLSH Vol 3","","mg/kg",NA,NA
"388",999,"9A3a","PHOSPHORUS","","Total Phosphorus (ppm) - semimicro kjeldahl, automated colour, FIA/continuous segmented flow","Total P","ASLSH SCM","","mg/kg",NA,NA
"389",999,"9A3b","PHOSPHORUS","","Total Phosphorus (ppm) - semimicro kjeldahl, ICPAES","Total P","ASLSH SCM","","mg/kg",NA,NA
"390",999,"9B_9C","PHOSPHORUS","9.99","Available P (mg/kg) - Bicarbonate P - 0.5M NaHCO3 extractable","Available P","CSIRO","","mg/kg",NA,NA
"391",501,"9B_NR","PHOSPHORUS","","Bicarbonate-extractable phosphorus  (not recorded)","Extractable P","DAFWA","","mg/kg",NA,NA
"392",999,"9B1","PHOSPHORUS","9.02","Bicarbonate-extractable phosphorus - manual colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"393",999,"9B2","PHOSPHORUS","9.02","Bicarbonate-extractable phosphorus - automated colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"394",999,"9B2_COL","PHOSPHORUS","9.02","Bicarbonate-extractable phosphorus - automated colour. Based on Colwell (1965). Method no longer recommended","Extractable P","CSIRO","","mg/kg",NA,NA
"395",999,"9BUFF_0","PHOSPHORUS","9.095","Buffering Capacity by 0.01M CaCl2, solution of 0 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)","Buffering Capacity","CSIRO","","",NA,NA
"396",999,"9BUFF_0.5","PHOSPHORUS","9.095","Buffering Capacity by 0.01M CaCl2, solution of 0.5 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)","Buffering Capacity","CSIRO","","",NA,NA
"397",999,"9BUFF_1","PHOSPHORUS","9.095","Buffering Capacity by 0.01M CaCl2, solution of 1 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)","Buffering Capacity","CSIRO","","",NA,NA
"398",999,"9BUFF_2","PHOSPHORUS","9.095","Buffering Capacity by 0.01M CaCl2, solution of 2 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)","Buffering Capacity","CSIRO","","",NA,NA
"399",999,"9BUFF_4","PHOSPHORUS","9.095","Buffering Capacity by 0.01M CaCl2, solution of 4 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)","Buffering Capacity","CSIRO","","",NA,NA
"400",999,"9C1","PHOSPHORUS","9.03","Olsen-extractable phosphorus - manual colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"401",999,"9C2","PHOSPHORUS","9.03","Olsen-extractable phosphorus - automated colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"402",999,"9D1","PHOSPHORUS","9.04","Lactate-extractable phosphorus - manual colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"403",999,"9D2","PHOSPHORUS","9.04","Lactate-extractable phosphorus - automated colour","Extractable P","CSIRO","","mg/kg",NA,NA
"404",999,"9E","PHOSPHORUS","9.99","Fluoride-extractable phosphorus (Bray 1-P)","Extractable P","ASLSH SCM","","mg/kg",NA,NA
"405",999,"9E1","PHOSPHORUS","9.05","Fluoride-extractable phosphorus (Bray 1-P) - manual colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"406",999,"9E2","PHOSPHORUS","9.05","Fluoride-extractable phosphorus (Bray 1-P) - automated colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"407",999,"9F1","PHOSPHORUS","9.06","Calcium chloride-extractable phosphorus - manual colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"408",999,"9F2","PHOSPHORUS","9.06","Calcium chloride-extractable phosphorus - automated colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"409",999,"9G_BSES","PHOSPHORUS","9.99","Available P (mg/kg) - Acid P - 0.005M H2SO4 (BSES)","Available P","CSIRO","","mg/kg",NA,NA
"410",999,"9G1","PHOSPHORUS","9.07","Acid-extractable phosphorus - manual colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"411",999,"9G2","PHOSPHORUS","9.07","Acid-extractable phosphorus - automated colour","Extractable P","ASLSH Vol 3","","mg/kg",NA,NA
"412",999,"9H_NR","PHOSPHORUS","9.080","Phosphate retention % - Not recorded","P retention","CSIRO","","%",NA,NA
"413",999,"9H1","ANION_STORAGE","9.08","Anion storage capacity","Anion Storage","ASLSH SCM","","%",NA,NA
"414",999,"9I1","PHOSPHATE_SORPTION","9.09","Phosphate sorption index","PO4 sorption index","ASLSH Vol 3","","",NA,NA
"415",999,"9I2a","P_BUFFER_INDEX","","P buffer index - PBI (+ColP) - Murphy and Riley","P Buffer Index","ASLSH SCM","","",NA,NA
"416",999,"9I2b","P_BUFFER_INDEX","","P buffer index - PBI (+ColP) - ICPAES","P Buffer Index","ASLSH SCM","","",NA,NA
"417",999,"9I2c","P_BUFFER_INDEX","","P buffer index - PBI (+ColP) - Vanadate","P Buffer Index","ASLSH SCM","","",NA,NA
"418",999,"9I3a","P_BUFFER_INDEX","","P buffer index - PBI (+OlsenP) - Murphy and Riley","P Buffer Index","ASLSH SCM","","",NA,NA
"419",999,"9I3b","P_BUFFER_INDEX","","P buffer index - PBI (+OlsenP) - ICPAES","P Buffer Index","ASLSH SCM","","",NA,NA
"420",999,"9I3c","P_BUFFER_INDEX","","P buffer index - PBI (+OlsenP) - Vanadate","P Buffer Index","ASLSH SCM","","",NA,NA
"421",999,"9I4a","P_BUFFER_INDEX","","P buffer index - PBI (unadj) - Murphy and Riley","P Buffer Index","ASLSH SCM","","",NA,NA
"422",999,"9I4b","P_BUFFER_INDEX","","P buffer index - PBI (unadj) - ICPAES","P Buffer Index","ASLSH SCM","","",NA,NA
"423",999,"9I4c","P_BUFFER_INDEX","","P buffer index - PBI (unadj) - Vanadate","P Buffer Index","ASLSH SCM","","",NA,NA
"424",999,"9J1","PHOSPHATE_SORPTION","9.10","Phosphate sorption curve - manual colour","PO4 sorption curve","ASLSH Vol 3","","",NA,NA
"425",999,"9J2","PHOSPHATE_SORPTION","9.11","Phosphate sorption curve - automated colour","PO4 sorption curve","ASLSH Vol 3","","",NA,NA
"426",999,"9K1a","PHOSPHORUS_RATIO","","Mehlich 3-P saturation ratio - colorimetric estimate of P","P Ratio","ASLSH SCM","","",NA,NA
"427",999,"9K1b","PHOSPHORUS_RATIO","","Mehlich 3-P saturation ratio - ICPAES estimate of P","P Ratio","ASLSH SCM","","",NA,NA
"428",999,"9K2","PHOSPHORUS_RATIO","","Colwell-P/PBI(+ColP) ratio","P Ratio","ASLSH SCM","","",NA,NA
"429",999,"9M","PHOSPHORUS","9.99","Available P (mg/kg) - Mehlich P","Available P","CSIRO","","mg/kg",NA,NA
"430",999,"9R1","PHOSPHORUS","9.075","Resin extractable phosphorus - automated colour (CSIRO Div of Soil Tech Mem 63/1972)","Extractable P","CSIRO","","",NA,NA
"431",999,"M1a","SAR","M.01","Sodium absorption ratio (SAR)","SAR","CSIRO","","",NA,NA
"432",999,"MIN_EC","CLAY_MINERAL","XRD","Exchange Capacity - Minerology","CEC","CSIRO","","",NA,NA
"433",999,"MIN_NR_K2O","CLAY_MINERAL","MIN","Kaolin minerals","Kaolin minerals","CSIRO","","",NA,NA
"434",501,"P10_1m2m","PSA","","1000 to 2000u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"435",501,"P10_20_100","PSA","","20 to 100u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"436",501,"P10_20_75","PSA","","20 to 75u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"437",501,"P10_20_75a","PSA","","20 to 75u particle size analysis, (arithmetic difference)","PSA fraction","DAFWA","","%",NA,NA
"438",501,"P10_75_106","PSA","","75 to 106u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"439",999,"P10_CF_C","PSA","P10.04","Clay (%) - Coventry and Fett pipette method","Clay","CSIRO","","%",NA,NA
"440",999,"P10_CF_CS","PSA","P10.01","Coarse sand (%) - Coventry and Fett pipette method","Coarse sand","CSIRO","","%",NA,NA
"441",999,"P10_CF_FS","PSA","P10.02","Fine sand (%) - Coventry and Fett pipette method","Fine sand","CSIRO","","%",NA,NA
"442",999,"P10_CF_S","PSA","P10.015","Sand (%) - Coventry and Fett pipette method","Sand","CSIRO","","%",NA,NA
"443",999,"P10_CF_Z","PSA","P10.03","Silt (%) - Coventry and Fett pipette method","Silt","CSIRO","","%",NA,NA
"444",999,"P10_GRAV","PSA","P10.05","Gravel (%)","Gravel","CSIRO","","%",NA,NA
"445",501,"P10_gt2m","PSA","","> 2mm particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"446",501,"P10_gt2MI","PSA","","> 2mm particle size analysis mineral fragments, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"447",501,"P10_gt2OM","PSA","","> 2mm particle size analysis organic fragments, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"448",999,"P10_HYD_C","PSA","P10.04","Clay (%) - Hydrometer Method","Clay","CSIRO","","%",NA,NA
"449",999,"P10_HYD_CS","PSA","P10.01","Coarse Sand (%) - Hydrometer Method","Coarse Sand","CSIRO","","%",NA,NA
"450",999,"P10_HYD_FS","PSA","P10.02","Fine Sand (%) - Hydrometer Method","Fine Sand","CSIRO","","%",NA,NA
"451",999,"P10_HYD_S","PSA","P10.015","Sand (%) - Hydrometer Method","Sand","CSIRO","","%",NA,NA
"452",999,"P10_HYD_Z","PSA","P10.03","Silt (%) - Hydrometer Method","Silt","CSIRO","","%",NA,NA
"453",999,"P10_NR_C","PSA","P10.04","Clay (%) - Not recorded","Clay","CSIRO","","%",NA,NA
"454",999,"P10_NR_CS","PSA","P10.01","Coarse sand (%) - Not recorded","Coarse sand","CSIRO","","%",NA,NA
"455",999,"P10_NR_FS","PSA","P10.02","Fine sand (%) - Not recorded","Fine sand","CSIRO","","%",NA,NA
"456",999,"P10_NR_S","PSA","P10.015","Sand (%) - Not recorded","Sand","CSIRO","","%",NA,NA
"457",501,"P10_NR_Saa","PSA","","Sand (%) - Not recorded arithmetic difference, auto generated","Sand","DAFWA","","%",NA,NA
"458",999,"P10_NR_Z","PSA","P10.03","Silt (%) - Not recorded","Silt","CSIRO","","%",NA,NA
"459",501,"P10_NR_ZC","PSA","","Silt + clay (%) - Not recorded","Silt + Clay","DAFWA","","%",NA,NA
"460",999,"P10_PB_C","PSA","P10.04","Clay (%) - Plummet balance","Clay","CSIRO","","%",NA,NA
"461",999,"P10_PB_CS","PSA","P10.01","Coarse sand (%) - Plummet balance","Coarse sand","CSIRO","","%",NA,NA
"462",999,"P10_PB_FS","PSA","P10.02","Fine sand (%) - Plummet balance","Fine sand","CSIRO","","%",NA,NA
"463",999,"P10_PB_S","PSA","P10.015","Sand (%) - Plummet balance","Sand","CSIRO","","%",NA,NA
"464",999,"P10_PB_Z","PSA","P10.03","Silt (%) - Plummet balance","Silt","CSIRO","","%",NA,NA
"465",999,"P10_PB1_C","PSA","P10.04","Clay (%) - Plummet balance (Acid digestion pretreatment)","Clay","CSIRO","","%",NA,NA
"466",999,"P10_PB1_CS","PSA","P10.01","Coarse sand (%) - Plummet balance (Acid digestion pretreatment)","Coarse sand","CSIRO","","%",NA,NA
"467",999,"P10_PB1_FS","PSA","P10.02","Fine sand (%) - Plummet balance (Acid digestion pretreatment)","Fine sand","CSIRO","","%",NA,NA
"468",999,"P10_PB1_Z","PSA","P10.03","Silt (%) - Plummet balance (Acid digestion pretreatment)","Silt","CSIRO","","%",NA,NA
"469",999,"P10_S_0.20","PSA","P10.10","0.20 micron (cumulative %) - Sedigraph","0.20 micron","CSIRO","","%",NA,NA
"470",999,"P10_S_0.48","PSA","P10.11","0.48 micron (cumulative %) - Sedigraph","0.48 micron","CSIRO","","%",NA,NA
"471",999,"P10_S_1","PSA","P10.12","1 micron (cumulative %) - Sedigraph","1 micron","CSIRO","","%",NA,NA
"472",999,"P10_S_1000","PSA","P10.24","1000 micron (cumulative %) - Sedigraph","1000 micron","CSIRO","","%",NA,NA
"473",999,"P10_S_125","PSA","P10.21","125 micron (cumulative %) - Sedigraph","125 micron","CSIRO","","%",NA,NA
"474",999,"P10_S_15.6","PSA","P10.16","15.6 micron (cumulative %) - Sedigraph","15.6 micron","CSIRO","","%",NA,NA
"475",999,"P10_S_2","PSA","P10.13","2 micron (cumulative %) - Sedigraph","2 micron","CSIRO","","%",NA,NA
"476",999,"P10_S_20","PSA","P10.17","20 micron (cumulative %) - Sedigraph","20 micron","CSIRO","","%",NA,NA
"477",999,"P10_S_2000","PSA","P10.25","2000 micron (cumulative %) - Sedigraph","2000 micron","CSIRO","","%",NA,NA
"478",999,"P10_S_250","PSA","P10.22","250 micron (cumlative %) - Sedigraph","250 micron","CSIRO","","%",NA,NA
"479",999,"P10_S_3.9","PSA","P10.14","3.9 micron (cumulative %) - Sedigraph","3.9 micron","CSIRO","","%",NA,NA
"480",999,"P10_S_31.2","PSA","P10.18","31.2 micron (cumulative %) - Sedigraph","31.2 micron","CSIRO","","%",NA,NA
"481",999,"P10_S_500","PSA","P10.23","500 micron (cumulative %) - Sedigraph","500 micron","CSIRO","","%",NA,NA
"482",999,"P10_S_53","PSA","P10.19","53 micron (cumulative %) - Sedigraph","53 micron","CSIRO","","%",NA,NA
"483",999,"P10_S_63","PSA","P10.20","63 micron (cumulative %) - Sedigraph","63 micron","CSIRO","","%",NA,NA
"484",999,"P10_S_7.8","PSA","P10.15","7.8 micron (cumulative %) - Sedigraph","7.8 micron","CSIRO","","%",NA,NA
"485",501,"P10100_200","PSA","","100 to 200u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"486",501,"P10106_150","PSA","","106 to 150u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"487",501,"P10150_180","PSA","","150 to 180u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"488",501,"P10180_300","PSA","","180 to 300u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"489",501,"P10200_500","PSA","","200 to 500u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"490",501,"P10200_600","PSA","","200 to 600u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"491",501,"P102002000","PSA","","200 to 2000u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"492",501,"P10300_600","PSA","","300 to 600u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"493",501,"P105002000","PSA","","500 to 2000u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"494",501,"P106001000","PSA","","600 to 1000u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"495",501,"P106002000","PSA","","600 to 2000u particle size analysis, (method not recorded)","PSA fraction","DAFWA","","%",NA,NA
"496",999,"P10A1_C","PSA","P10.04","Clay (%) - Pipette","Clay","CSIRO","","%",NA,NA
"497",999,"P10A1_CS","PSA","P10.01","Coarse sand (%) - Pipette","Coarse sand","CSIRO","","%",NA,NA
"498",999,"P10A1_FS","PSA","P10.02","Fine sand (%) - Pipette","Fine sand","CSIRO","","%",NA,NA
"499",999,"P10A1_Z","PSA","P10.03","Silt (%) - Pipette","Silt","CSIRO","","%",NA,NA
"500",999,"P3A_NR","DENSITY","P3.01","Bulk density - Not recorded","Bulk density","CSIRO","","g/cm3",NA,NA
"501",999,"P3A1","DENSITY","P3.01","Bulk density - g/cm3","Bulk density","CSIRO","","g/cm3",NA,NA
"502",501,"P3A1_C4","DENSITY","","Bulk density - core, 100mm by 81mm dia","Bulk density","DAFWA","","g/cm3",NA,NA
"503",999,"P3A1_CLOD","DENSITY","P3.01","Bulk density  g/cm3 - Clods at 0.1 Bar moisture content (McIntyre & Stirk, 1954, Aust. J. Agric. Res. 5:291-6)","Bulk density","CSIRO","","g/cm3",NA,NA
"504",501,"P3A1_e","DENSITY","","Bulk density - estimate from related samples","Bulk density","DAFWA","","g/cm3",NA,NA
"505",999,"P3A2","POROSITY","P3.03","Macro Porosity %","Macro Porosity","CSIRO","","%",NA,NA
"506",999,"P3A2_McK","POROSITY","P3.03","Macro Porosity (%) as determined from McKenzie pore charts","Macro Porosity","CSIRO","","%",NA,NA
"507",999,"P3A2_McKMP","POROSITY","P3.03","Maximum pore diameter (mm) as determined from McKenzie pore charts","Macro Porosity","CSIRO","","%",NA,NA
"508",999,"P3A3","POROSITY","P3.04","Total Porosity %","Total Porosity","CSIRO","","%",NA,NA
"509",999,"P3A4","MOISTURE_RELEASE","P3.05","Particle Density g/cm3","Particle Density","CSIRO","","g/cm3",NA,NA
"510",999,"P3B_GV_001","MOISTURE_RELEASE","P3.030","0.01 BAR Moisture g/g - Gravimetric using suction plate","0.01 BAR Moisture","CSIRO","","",NA,NA
"511",999,"P3B_GV_003","MOISTURE_RELEASE","P3.031","0.03 BAR Moisture g/g - Gravimetric using suction plate","0.03 BAR Moisture","CSIRO","","",NA,NA
"512",999,"P3B_GV_005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture g/g - Gravimetric using suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"513",999,"P3B_GV_01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture g/g - Gravimetric  using suction plate","0.1 BAR Moisture","CSIRO","","",NA,NA
"514",999,"P3B_GV_03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture g/g - Gravimetric using suction plate","0.3 BAR Moisture","CSIRO","","",NA,NA
"515",999,"P3B_GV_05","MOISTURE_RELEASE","P3.028","0.5 BAR Moisture g/g - Gravimetric using suction plate","0.5 BAR Moisture","CSIRO","","",NA,NA
"516",999,"P3B_GV_1","MOISTURE_RELEASE","P3.026","1 BAR Moisture g/g - Gravimetric using pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"517",999,"P3B_GV_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture g/g - Gravimetric using pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"518",999,"P3B_GV_5","MOISTURE_RELEASE","P3.029","5 BAR Moisture g/g - Gravimetric using pressure plate","5 BAR Moisture","CSIRO","","",NA,NA
"519",999,"P3B_GV_SAT","MOISTURE_RELEASE","P3.027","Saturated Moisture g/g - Gravimetric using suction plate","Saturated Moisture","CSIRO","","",NA,NA
"520",999,"P3B_NR_001","MOISTURE_RELEASE","P3.030","0.01 BAR Moisture % - Not recorded","0.01 BAR Moisture","CSIRO","","%",NA,NA
"521",999,"P3B_NR_003","MOISTURE_RELEASE","P3.031","0.03 BAR Moisture % - Not recorded","0.03 BAR Moisture","CSIRO","","%",NA,NA
"522",999,"P3B_NR_005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture % - Not recorded","0.05 BAR Moisture","CSIRO","","%",NA,NA
"523",999,"P3B_NR_01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture % - Not recorded","0.1 BAR Moisture","CSIRO","","%",NA,NA
"524",999,"P3B_NR_03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture % - Not recorded","0.3 BAR Moisture","CSIRO","","%",NA,NA
"525",999,"P3B_NR_05","MOISTURE_RELEASE","P3.028","0.5 BAR Moisture % - Not recorded","0.5 BAR Moisture","CSIRO","","%",NA,NA
"526",999,"P3B_NR_1","MOISTURE_RELEASE","P3.026","1 BAR Moisture % - Not recorded","1 BAR Moisture","CSIRO","","%",NA,NA
"527",999,"P3B_NR_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture % - Not recorded","15 BAR Moisture","CSIRO","","%",NA,NA
"528",999,"P3B_NR_5","MOISTURE_RELEASE","P3.029","5 BAR Moisture % - Not recorded","5 BAR Moisture","CSIRO","","%",NA,NA
"529",999,"P3B_NR_SAT","MOISTURE_RELEASE","P3.027","Saturated Moisture % - Not recorded","Saturated Moisture","CSIRO","","%",NA,NA
"530",999,"P3B_VL_001","MOISTURE_RELEASE","P3.030","0.01 BAR Moisture m3/m3 - Volumetric using suction plate","0.01 BAR Moisture","CSIRO","","",NA,NA
"531",999,"P3B_VL_003","MOISTURE_RELEASE","P3.031","0.03 BAR Moisture m3/m3 - Volumetric using suction plate","0.03 BAR Moisture","CSIRO","","",NA,NA
"532",999,"P3B_VL_005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture m3/m3 - Volumetric using suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"533",999,"P3B_VL_01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture m3/m3 - Volumetric using suction plate","0.1 BAR Moisture","CSIRO","","",NA,NA
"534",999,"P3B_VL_03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture m3/m3 - Volumetric using suction plate","0.3 BAR Moisture","CSIRO","","",NA,NA
"535",999,"P3B_VL_05","MOISTURE_RELEASE","P3.028","0.5 BAR Moisture m3/m3 - Volumetric using suction plate","0.5 BAR Moisture","CSIRO","","",NA,NA
"536",999,"P3B_VL_1","MOISTURE_RELEASE","P3.026","1 BAR Moisture m3/m3 - Volumetric using pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"537",999,"P3B_VL_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture m3/m3 - Volumetric using pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"538",999,"P3B_VL_5","MOISTURE_RELEASE","P3.029","5 BAR Moisture m3/m3 - Volumetric using pressure plate","5 BAR Moisture","CSIRO","","",NA,NA
"539",999,"P3B_VL_SAT","MOISTURE_RELEASE","P3.027","Saturated Moisture m3/m3 - Volumetric using suction plate","Saturated Moisture","CSIRO","","",NA,NA
"540",999,"P3B1GV_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture g/g - Gravimetric of ground sample (<2mm) using pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"541",999,"P3B1VL_1","MOISTURE_RELEASE","P3.026","1 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
