"analyte_key","analyte_type","analyte_name","analyte_abbrev","analyte_code","analyte_data_type","analyte_format","uom_abbrev","analyte_source_type","analyte_agg_method","analyte_algorithm","analyte_desc","analyte_size_frac_base"
1615,"aggregate analyte","Clay-Coated Quartz, x-ray pm","min_QC_x-ray_pm","QCxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1614,"aggregate analyte","Chrysotile, x-ray pm","min_CY_x-ray_pm","CYxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1613,"aggregate analyte","Chlorite-Mica, x-ray pm","min_CM_x-ray_pm","CMxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1612,"aggregate analyte","Chlorite, x-ray pm","min_CL_x-ray_pm","CLxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1611,"aggregate analyte","Chert (Chalcedony, Jasper, Agate, Onyx), x-ray pm","min_CD_x-ray_pm","CDxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1610,"aggregate analyte","Cassiterite, x-ray pm","min_CT_x-ray_pm","CTxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1609,"aggregate analyte","Carbonate Aggregates, x-ray pm","min_CB_x-ray_pm","CBxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1608,"aggregate analyte","Calcite, x-ray pm","min_CA_x-ray_pm","CAxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1607,"aggregate analyte","Brucite, x-ray pm","min_BR_x-ray_pm","BRxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1606,"aggregate analyte","Brookite, x-ray pm","min_BK_x-ray_pm","BKxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1605,"aggregate analyte","Bronzite, x-ray pm","min_BZ_x-ray_pm","BZxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1604,"aggregate analyte","Boehmite, x-ray pm","min_BE_x-ray_pm","BExrpm","C","4","peak_size","layer","concat","to be added","to be added",
1603,"aggregate analyte","Biotite-Chlorite, x-ray pm","min_BC_x-ray_pm","BCxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1602,"aggregate analyte","Biotite, x-ray pm","min_BT_x-ray_pm","BTxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1601,"aggregate analyte","Beryl, x-ray pm","min_BY_x-ray_pm","BYxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1600,"aggregate analyte","Basic Glass, x-ray pm","min_BG_x-ray_pm","BGxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1599,"aggregate analyte","Barite, x-ray pm","min_BA_x-ray_pm","BAxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1598,"aggregate analyte","Augite, x-ray pm","min_AU_x-ray_pm","AUxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1597,"aggregate analyte","Arfvedsonite, x-ray pm","min_AF_x-ray_pm","AFxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1596,"aggregate analyte","Aragonite, x-ray pm","min_AO_x-ray_pm","AOxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1595,"aggregate analyte","Apatite, x-ray pm","min_AP_x-ray_pm","APxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1594,"aggregate analyte","Antigorite, x-ray pm","min_AG_x-ray_pm","AGxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1593,"aggregate analyte","Anthophyllite, x-ray pm","min_AH_x-ray_pm","AHxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1592,"aggregate analyte","Anorthoclase, x-ray pm","min_FH_x-ray_pm","FHxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1591,"aggregate analyte","Anorthite, x-ray pm","min_FN_x-ray_pm","FNxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1590,"aggregate analyte","Anhydrite, x-ray pm","min_AY_x-ray_pm","AYxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1589,"aggregate analyte","Andesite, x-ray pm","min_FA_x-ray_pm","FAxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1588,"aggregate analyte","Andalusite, x-ray pm","min_AN_x-ray_pm","ANxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1587,"aggregate analyte","Anatase, x-ray pm","min_AE_x-ray_pm","AExrpm","C","4","peak_size","layer","concat","to be added","to be added",
1586,"aggregate analyte","Amphibole, x-ray pm","min_AM_x-ray_pm","AMxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1585,"aggregate analyte","Albite, x-ray pm","min_FB_x-ray_pm","FBxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1584,"aggregate analyte","Actinolite, x-ray pm","min_AC_x-ray_pm","ACxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1582,"aggregate analyte","Clay5, coulter counter","clay5_psa2","Cly5_p3","F","4.1","% wt","layer","mean","To Be Added","Clay5 is the soil separate with 1.59-2.0 µm particle diameter.",
1581,"aggregate analyte","Clay4, coulter counter","clay4_psa2","Cly4_p3","F","4.1","% wt","layer","mean","To Be Added","Clay4 is the soil separate with 1.26-1.59 µm particle diameter.",
1580,"aggregate analyte","Clay3, coulter counter","clay3_psa2","Cly3_p3","F","4.1","% wt","layer","mean","To Be Added","Clay3 is the soil separate with 1.00-1.26 µm particle diameter.",
1579,"aggregate analyte","Clay2, coulter counter","clay2_psa2","Cly2_p3","F","4.1","% wt","layer","mean","To Be Added","Clay2 is the soil separate with 0.794-1.00 µm particle diameter.",
1578,"aggregate analyte","Clay1, coulter counter","clay1_psa2","Cly1_p3","F","4.1","% wt","layer","mean","To Be Added","Clay1 is the soil separate with 0.63-0.794 µm particle diameter.",
1577,"aggregate analyte","Silt, Medium, coulter counter","silt_m_psa2","SiltMp3","F","4.1","% wt","layer","mean","To Be Added","Medium silt is the soil separate with 0.005 to 0.02 mm particle size. It is reported as a gravimetric percent on a <2 mm base.",
1576,"aggregate analyte","Clay, coulter counter","clay_tot_psa2","ClyT_p3","F","4.1","% wt","layer","mean","To Be Added","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.",
1575,"aggregate analyte","Sand, Coarse, coulter counter","sand_c_psa2","SndC_p3","F","4.1","% wt","layer","mean","To Be Added","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base.",
1574,"aggregate analyte","Sand, Fine, coulter counter","sand_f_psa2","SndF_p3","F","4.1","% wt","layer","mean","To Be Added","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base.",
1573,"aggregate analyte","Sand, Medium, coulter counter","sand_m_psa2","SndM_p3","F","4.1","% wt","layer","mean","To Be Added","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
1572,"aggregate analyte","Sand, Very Coarse, coulter counter","sand_vc_psa2","SndVCp3","F","4.1","% wt","layer","mean","To Be Added","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
1571,"aggregate analyte","Sand, Very Fine, coulter counter","sand_vf_psa2","SndVFp3","F","4.1","% wt","layer","mean","To Be Added","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
1570,"aggregate analyte","Silt, Fine, coulter counter","silt_f_psa2","SiltFp3","F","4.1","% wt","layer","mean","To Be Added","Fine silt is the soil separate with 0.002 to 0.005 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
1569,"derived_analyte","Sand, Total, coulter counter","sand_tot_psa2","Sand_d-4_S","F","4.1","% wt","layer",,"VCSand + CSand + MSand + FSand + VFSand","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base. S prep","<2 mm"
1568,"aggregate analyte","Silt, Coarse, coulter counter","silt_c_psa2","SiltCp3","F","4.1","% wt","layer","mean","To Be Added","Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.",
1567,"derived_analyte","Silt, Total, coulter counter","silt_tot_psa2","Silt_d-4_S","F","4.1","% wt","layer",,"100.0 - (Clay + Sand)","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.","<2 mm"
1566,"derived_analyte","Texture, USDA","tex_psda","Textur_d-4_S","C","4","(NA)","layer",,"to be added","The laboratory determined texture of the <2 mm fraction is calculated from particle size separate data.","<2 mm"
1565,"aggregate analyte","Bicarbonate, 1:1 soil/water Extract","hco3_1swx","HCO3_1swx","F","5.1","mmol(-)/L","layer","mean","To Be Added","Bicarbonate (HCO3) in the 1:1 soil/water extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
1564,"aggregate analyte","pH, 1:1 soil/water Extract","ph_1swx","pH_1swx","F","3.1","(NA)","layer","mean","To Be Added","The pH, 1:1 soil/water extract is the pH of the solution extracted from the 1:1 soil/water extract sample. It is used as an indicator of the irrigated pH of soils with soluble salts.",
1230,"aggregate analyte","CO2, Biomass Flush, 20-day","CO2Biomass_20","CO2B20","F","5.4","g/g","layer","mean","To Be Added","The CO2 produced by biomass flush.",
1229,"aggregate analyte","Natron, x-ray","min_NA_x-ray","NAxray","C","4","peak_size","layer","concat","to be added",,
1228,"derived_analyte","Ratio, Carbon to Nitrogen, MIN","cmin_nmin_ra","CNminrat_d-1_S","F","3.0","(NA)","layer",,"to be added","The POM carbon to nitrogen ratio is calculated by C_MIN/N_MIN.","<2 mm"
1227,"derived_analyte","Ratio, Carbon to Nitrogen, POM","cpom_npom_ra","CNpomrat_d-1_S","F","3.0","(NA)","layer",,"to be added","The POM carbon to nitrogen ratio is calculated by C_POM/N_POM.","<2 mm"
1226,"derived_analyte","Estimated Organic Carbon, Total C","eoc_tot_c","eoctotc_d-1_S","F","4.0","%","layer",,"to be added","Estimated Organic Carbon based on Total C","<2 mm"
1225,"derived_analyte","Estimated Organic Carbon, CO2","eoc_co2_c","eocco2c_d-1_S","F","4.0","%","layer",,"to be added","Estimated Organic Carbon based on CO2 C","<2 mm"
1224,"derived_analyte","Nitrogen, Mineral, Field Moist","n_min","n_min_d-1_MW","F","5.0","kg/ha","layer",,"to be added","The nitrogen content of the less than 53 micron fraction in a given depth interval.","whole soil"
1223,"derived_analyte","Carbon, Mineral, Field Moist","c_min","c_min_d-1_MW","F","5.0","kg/ha","layer",,"to be added","The carbon content of the less than 53 micron fraction in a given depth interval.","whole soil"
1222,"derived_analyte","Nitrogen, POM, Field Moist","n_pom","n_pom_d-1_MW","F","5.0","kg/ha","layer",,"to be added","The nitrogen content of the greater than 53 micron fraction in a given depth interval.","whole soil"
1221,"derived_analyte","Carbon, POM, Field Moist","c_pom","c_pom_d-1_MW","F","5.0","kg/ha","layer",,"to be added","The carbon content of the greater than 53 micron fraction in a given depth interval.","whole soil"
1220,"derived_analyte","CO2-C, Biomass 20-day, Field Moist","co2_biom_20","co2c_bio20_d-1_MW","F","6.2","kg/ha","layer",,"to be added","The CO2 carbon produced by biomass flush in 20 days for a given depth interval.","whole soil"
1219,"aggregate analyte","CO2, Biomass Flush, 20-day","CO2Biomass_20","CO2B20","F","5.4","g/g","layer","mean","To Be Added",,
1218,"derived_analyte","Nitrogen, Biomass per cm, Field Moist-Set1","n_biomass_cm1","n_masscm_d-1_MW","F","6.0","kg/ha/cm","layer",,"to be added","The mineralizable nitrogen in a biomass for a given depth interval.","<2 mm"
1217,"derived_analyte","Carbon, Biomass, Field Moist-Set1","c_biomass1","c_mass_d-1_MW","F","6.0","kg/ha","layer",,"to be added","The carbon produced by biomass flush for a given depth interval.","<2 mm"
1216,"derived_analyte","CO2-C, Biomass per cm 10-day, Field Moist-Set1","co2_biom_10_cm1","co2_bio10cm_d-1_MW","F","6.0","kg/ha/cm","layer",,"to be added","The CO2 carbon produced by biomass flush in 10 days for a given depth interval.","<2 mm"
1215,"derived_analyte","Plant, Biomass per cm, Field Moist","plt_cm","plt_cm_d-1_MW","F","5.0","kg/ha/cm","layer",,"to be added","The percent plant matter in a given depth interval.","whole soil"
617,"derived_analyte","Weight Percentage, 75 to 250 mm, Whole Soil","wp25075","wp2507_d-1_S","F","3.0","% wt","layer",,"(vol75-250)/100 * pd_g2 / db_13bw * 100.","The gravimetric percentage of 75 to 250 mm diameter particles is reported on a whole soil base.","whole soil"
616,"derived_analyte","Weight Percentage, 75 to 2  mm, <75mm","wf_275","wp275_d-1_S","F","3.0","% wt","layer",,"(wf_25 + wf_520 + wf_2075)","The gravimetric percentage of 2 to 75 mm diameter particles is reported on a <75 mm base.","<75 mm"
615,"derived_analyte","Weight Percentage, 5 to 20 mm, Whole Soil","wp205","wp205_d-1_S","F","3.0","% wt","layer",,"wf_520","The gravimetric percentage of 5 to 20 mm diameter particles is reported on a whole soil base.","whole soil"
614,"derived_analyte","Weight Percentage, 250 mm and Greater, Whole Soil","wp250u","wp250u_d-1_S","F","3.0","% wt","layer",,"vol>250/100 * pd_g2 / db_13bw * 100.","The gravimetric percentage of >250 mm diameter particles is reported on a whole soil base.","whole soil"
613,"derived_analyte","Weight Percentage, 20 to 75 mm, Whole Soil","wp7520","wp7520_d-1_S","F","3.0","% wt","layer",,"wf_2075","The gravimetric percentage of 20 to 75 mm diameter particles is reported on a whole soil base.","whole soil"
612,"derived_analyte","Weight Percentage, 2-75mm, Clay-Free Whole Soil","cf752","cf7520_d-1_S","F","3.0","% wt","layer",,"[wp752]/(100-wpl2/100 * clay_tot_psa) * 100","The gravimetric percent of particles with 2.0-75 mm diameter, reported on a clay free whole soil base.","whole soil"
611,"derived_analyte","Weight Percentage, 2-20mm, Clay-Free Whole Soil","cf202","cf202_d-1_S","F","3.0","% wt","layer",,"([wp205] + [wp52])/(100-wpl2/100 * clay_tot_psa) * 100","The gravimetric percent of particles with 2.0-20 mm diameter, reported on a clay free whole soil base.","whole soil"
610,"derived_analyte","Weight Percentage, 2 to 75 mm, Whole Soil","wp752","wp752_d-1_S","F","3.0","% wt","layer",,"wf_25 + wf_520 + wf_2075","The gravimetric percentage of 2 to 75 mm diameter particles is reported on a whole soil base.","whole soil"
609,"derived_analyte","Weight Percentage, 1-2mm, Clay-Free <2mm","cffvcsa","cfvcsa_d-1_S","F","3.0","% wt","layer",,"100 * [sand_vc_psa]/(100-[clay_tot_psa])","The gravimetric percent of particles with 1.0-2.0 mm diameter (very coarse sand), reported on a clay free <2 mm base.","<2 mm"
608,"derived_analyte","Weight Percentage, 0.5-1mm, Clay-Free <2mm","cffcsa","cfcsnd_d-1_S","F","3.0","% wt","layer",,"100 * [sand_c_psa]/(100-[clay_tot_psa])","The gravimetric percent of particles with 0.5-1.0 mm diameter (coarse sand), reported on a clay free <2 mm base.","<2 mm"
607,"derived_analyte","Weight Percentage, 0.25-0.5mm, Clay-Free <2mm","cffmsa","cfmsnd_d-1_S","F","3.0","% wt","layer",,"100 * [sand_m_psa]/(100-[clay_tot_psa])","The gravimetric percent of particles with 0.25-0.50 mm diameter (medium sand), reported on a clay free <2 mm base.","<2 mm"
606,"derived_analyte","Weight Percentage, 0.1-75mm, 75 mm","wf_0175","wp0175_d-1_S","F","3.0","% wt","layer",,"(100. - wf_275) * ((sand_vc_psa + sand_m_psa + sand_f_psa + sand_c_psa) / 100.) + wf_275","The gravimetric percentage of 0.1 to 75 mm diameter particles is reported on a <75 mm base. Silty families have <15%, loamy families >= 15%.","<75 mm"
605,"derived_analyte","Weight Percentage, 0.1-0.25mm, Clay-Free <2mm","cfffsa","cffsnd_d-1_S","F","3.0","% wt","layer",,"100 * [sand_f_psa]/(100-[clay_tot_psa])","The gravimetric percent of particles with 0.10-0.25 mm diameter (fine sand), reported on a clay free <2 mm base.","<2 mm"
604,"derived_analyte","Weight Percentage, 0.05-2mm, Clay-Free Whole Soil","cf205","cfsand_d-1_S","F","3.0","% wt","layer",,"[sand_tot_psa]/(100-wpl2/100 * clay_tot_psa) * 100","The gravimetric percent of particles with 0.05-2.0 mm diameter, reported on a clay free whole soil base.","whole soil"
603,"derived_analyte","Weight Percentage, 0.02-0.05mm, Clay-Free <2mm","cffcsi","cfcsi_d-1_S","F","3.0","% wt","layer",,"100 * [silt_c_psa]/(100-[clay_tot_psa])","The gravimetric percent of particles with 0.02-0.05 mm diameter (coarse silt), reported on a clay free <2 mm base.","<2 mm"
1740,"aggregate analyte","Montmorillonite-Mica, x-ray pm","min_MM_x-ray_pm","MMxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1739,"aggregate analyte","Maghemite, x-ray pm","min_MH_x-ray_pm","MHxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1738,"aggregate analyte","Montmorillonite-Chlorite, x-ray pm","min_MC_x-ray_pm","MCxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1737,"aggregate analyte","Leucite, x-ray pm","min_LI_x-ray_pm","LIxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1736,"aggregate analyte","Lepidocrocite, x-ray pm","min_LE_x-ray_pm","LExrpm","C","4","peak_size","layer","concat","to be added","to be added",
1735,"aggregate analyte","Analcime, x-ray pm","min_LC_x-ray_pm","LCxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1734,"aggregate analyte","Illite (Hydromuscovite), x-ray pm","min_IL_x-ray_pm","ILxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1733,"aggregate analyte","Halite, x-ray pm","min_HA_x-ray_pm","HAxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1732,"aggregate analyte","Cobaltite, x-ray pm","min_CE_x-ray_pm","CExrpm","C","4","peak_size","layer","concat","to be added","to be added",
1731,"aggregate analyte","Allophane, x-ray pm","min_AL_x-ray_pm","ALxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1730,"aggregate analyte","Aegirine-Augite, x-ray pm","min_AI_x-ray_pm","AIxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1729,"aggregate analyte","Zoisite, x-ray pm","min_ZO_x-ray_pm","ZOxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1728,"aggregate analyte","Zircon, x-ray pm","min_ZR_x-ray_pm","ZRxrpm","C","4","peak_size","layer","concat","to be added","to be added",
1727,"aggregate analyte","Zeolite, x-ray pm","min_ZE_x-ray_pm","ZExrpm","C","4","peak_size","layer","concat","to be added","to be added",
1726,"aggregate analyte","Weatherable Mineral, x-ray pm","min_WE_x-ray_pm","WExrpm","C","4","peak_size","layer","concat","to be added","to be added",
1725,"aggregate analyte","Weatherable Aggregates, x-ray pm","min_AR_x-ray_pm","ARxrpm","C","4","peak_size","layer","concat","to be added","to be added",
261,"aggregate analyte","Clay PSDA, Moist, Dith, Pipet","clay_tot_Moist_Dith","ClyTMD","F","4.1","% wt","layer","mean","To Be Added","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Dith, Pipet",
260,"aggregate analyte","Silt, Fine PSDA, Dith, Pipet","silt_f_Dith","SiltFD","F","4.1","% wt","layer","mean","To Be Added","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
259,"aggregate analyte","Sand, Very Fine PSDA, Dith, Pipet","sand_vf_Dith","SndVFD","F","4.1","% wt","layer","mean","To Be Added","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
258,"aggregate analyte","Sand, Very Coarse PSDA, Dith, Pipet","sand_vc_Dith","SndVCD","F","4.1","% wt","layer","mean","To Be Added","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
257,"aggregate analyte","Sand, Medium PSDA, Dith, Pipet","sand_m_Dith","SndM_D","F","4.1","% wt","layer","mean","To Be Added","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
256,"aggregate analyte","Sand, Fine PSDA, Dith, Pipet","sand_f_Dith","SndF_D","F","4.1","% wt","layer","mean","To Be Added","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
255,"aggregate analyte","Sand, Coarse PSDA, Dith, Pipet","sand_c_Dith","SndC_D","F","4.1","% wt","layer","mean","To Be Added","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
254,"aggregate analyte","Clay PSDA, Dith, Pipet","clay_tot_Dith","Cly_TD","F","4.1","% wt","layer","mean","To Be Added","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Dith, Pipet",
253,"aggregate analyte","Phosphorus, Olsen Extractable","p_olsn","POlsen","F","6.1","mg/kg","layer","mean","To Be Added","The Olsen extractable phosphorus is used as an indicator of available phosphorus in calcareous soil materials (pH >6).",
252,"aggregate analyte","Phosphorus, New Zealand P Retention","p_nz","P_nz","I","3.0","%","layer","mean","To Be Added","The New Zealand phosphorus retention is the gravimetric percent phosphorus removed from a solution by equilibration with a sample. It is reported on a <2 mm base. High P retention indicates andic material.",
251,"aggregate analyte","Phosphorus, Citric Acid Extractable","p_citx","Pcitad","F","6.1","mg/kg","layer","mean","To Be Added","The phosphorus extractable by citric acid is an indicator of available phosphorus in the sample, reported as milligrams per kilogram on a <2 mm base.",
250,"aggregate analyte","Phosphorus, Bray-2 Extractable","p_bray2","PBray2","F","6.1","mg/kg","layer","mean","To Be Added","This is the phosphorus extractable by the Bray-2  method, reported as milligrams per kilogram on a <2 mm base. Bray-2 extracts both adsorbed and easily acid-soluble forms of P.",
249,"aggregate analyte","Phosphorus, Bray-1 Extractable","p_bray1","PBray1","F","6.1","mg/kg","layer","mean","To Be Added","This is the phosphorus extractable by the Bray-1 method, reported as milligrams per kilogram on a <2 mm base. It is used as an index of plant-available phosphorus. Bray-1 extracts adsorbed P.",
248,"aggregate analyte","Phosphorus, Water Soluble","p_h2o","P_h2o","F","6.1","mg/kg","layer","mean","To Be Added","The water soluble phosphorus is the fraction extracted by distilled water. It represents an attempt to approximate the P concentration in the soil solution, i.e. the mobile P.",
247,"aggregate analyte","pH, 1:1 Soil-Water Suspension","ph_h2o","pH_h2o","F","3.1","(NA)","layer","mean","To Be Added","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated.",
246,"aggregate analyte","pH, Oxidized (sulfidic)","ph_ox","pH_ox","F","3.1","(NA)","layer","mean","To Be Added","The oxidized pH is the pH of a sample measured after incubation while saturated with distilled water. It is normally used to indicate the acid producing potential of acid sulfate materials.",
245,"aggregate analyte","pH, 1:50 Soil-NaFl Suspension","ph_naf","pH_naf","F","3.1","(NA)","layer","mean","To Be Added","The pH, 1:50 soil-NaF suspension is the pH of a sample measured in 1.0N NaF at a 1:50 soil:solution ratio. If PH_NAF is > 9.4, andic materials are indicated.",
1305,"derived_analyte","Cation Exchange Capacity, Effective, CECd-Set 8","ecec_cecd8","ECEC_d-14_GP","F","4.1","meq/100g","layer",,"Sum of bases + AL_KCL","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
1304,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 9","cec_sum_cecd9","CECsum_d-12_S","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<80 mesh"
1303,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 8","cec_sum_cecd8","CECsum_d-11_S","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<80 mesh"
1302,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 7","cec_sum_cecd7","CECsum_d-10_S-SK","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<2 mm"
1301,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 6","cec_sum_cecd6","CECsum_d-9_N","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<2 mm"
1300,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 5","cec_sum_cecd5","CECsum_d-8_M","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<2 mm"
1299,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 4","cec_sum_cecd4","CECsum_d-7_GP","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<2 mm"
1298,"derived_analyte","Base Saturation, NH4OAc, pH 7.0, CECd-Set 9","bsesat_cecd9","BSSBas_d-12_S","I","3.0","%","layer",,"([base_sum] \\ [cec_nh4]) * 100","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<80 mesh"
1297,"derived_analyte","Base Saturation, NH4OAc, pH 7.0, CECd-Set 8","bsesat_cecd8","BSSBas_d-11_S","I","3.0","%","layer",,"([base_sum] \\ [cec_nh4]) * 100","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<80 mesh"
1296,"derived_analyte","Base Saturation, NH4OAc, pH 7.0, CECd-Set 7","bsesat_cecd7","BSSBas_d-10_S-SK","I","3.0","%","layer",,"([base_sum] \\ [cec_nh4]) * 100","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<2 mm"
1295,"derived_analyte","Base Saturation, NH4OAc, pH 7.0, CECd-Set 6","bsesat_cecd6","BSSBas_d-9_N","I","3.0","%","layer",,"([base_sum] \\ [cec_nh4]) * 100","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<2 mm"
1294,"derived_analyte","Base Saturation, NH4OAc, pH 7.0, CECd-Set 5","bsesat_cecd5","BSSBas_d-8_M","I","3.0","%","layer",,"([base_sum] \\ [cec_nh4]) * 100","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<2 mm"
1293,"derived_analyte","Base Saturation, NH4OAc, pH 7.0, CECd-Set 4","bsesat_cecd4","BSSBas_d-7_GP","I","3.0","%","layer",,"([base_sum] \\ [cec_nh4]) * 100","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<2 mm"
1316,"derived_analyte","Cation Exchange Capacity, Effective, CECd-Set 19","ecec_cecd19","ECEC_d-25_S","F","4.1","meq/100g","layer",,"Sum of bases + AL_KCL","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<80 mesh"
